id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000116096.5,SPR,chr2,72887360,72892158,+,4799
ENSG00000074582.11,BCS1L,chr2,218658764,218663443,+,4680
ENSG00000198142.4,SOWAHC,chr2,109614334,109618990,+,4657
ENSG00000168890.12,TMEM150A,chr2,85598548,85603196,-,4649
ENSG00000163273.3,NPPC,chr2,231921820,231926403,-,4584
ENSG00000163497.2,FEV,chr2,218981087,218985657,-,4571
ENSG00000179921.13,GPBAR1,chr2,218259496,218263859,+,4364
ENSG00000163283.6,ALPP,chr2,232378534,232382889,+,4356
ENSG00000115275.10,MOGS,chr2,74461057,74465410,-,4354
ENSG00000170577.7,SIX2,chr2,45005161,45009430,-,4270
ENSG00000152518.6,ZFP36L2,chr2,43222402,43226609,-,4208
ENSG00000138083.4,SIX3,chr2,44941898,44946077,+,4180
ENSG00000163464.7,CXCR1,chr2,218162845,218166995,-,4151
ENSG00000157992.11,KRTCAP3,chr2,27442366,27446481,+,4116
ENSG00000136710.8,CCDC115,chr2,130338241,130342349,-,4109
ENSG00000005448.15,WDR54,chr2,74421678,74425755,+,4078
ENSG00000196659.9,TTC30B,chr2,177548998,177553014,-,4017
ENSG00000188042.7,ARL4C,chr2,234493041,234497053,-,4013
ENSG00000115317.10,HTRA2,chr2,74529377,74533348,+,3972
ENSG00000188542.8,DUSP28,chr2,240560054,240564014,+,3961
ENSG00000143947.11,RPS27A,chr2,55231903,55235853,+,3951
ENSG00000138073.12,PREB,chr2,27130756,27134675,-,3920
ENSG00000163295.4,ALPI,chr2,232456123,232460032,+,3910
ENSG00000163286.6,ALPPL2,chr2,232406843,232410714,+,3872
ENSG00000155760.2,FZD7,chr2,202034587,202038445,+,3859
ENSG00000121966.6,CXCR4,chr2,136114349,136118165,-,3817
ENSG00000173349.5,SFT2D3,chr2,127701508,127705242,+,3735
ENSG00000115009.10,CCL20,chr2,227813842,227817564,+,3723
ENSG00000115297.10,TLX2,chr2,74513463,74517147,+,3685
ENSG00000184924.5,PTRHD1,chr2,24789734,24793382,-,3649
ENSG00000182187.3,CRYGB,chr2,208142573,208146168,-,3596
ENSG00000163795.12,ZNF513,chr2,27377231,27380790,-,3560
ENSG00000217236.1,SP9,chr2,174334946,174338492,+,3547
ENSG00000115289.11,PCGF1,chr2,74505043,74508580,-,3538
ENSG00000115541.9,HSPE1,chr2,197499994,197503457,+,3464
ENSG00000115844.9,DLX2,chr2,172099439,172102900,-,3462
ENSG00000176714.9,CCDC121,chr2,27625639,27629012,-,3374
ENSG00000274286.1,ADRA2B,chr2,96112875,96116245,-,3371
ENSG00000115226.8,FNDC4,chr2,27491883,27495245,-,3363
ENSG00000114942.12,EEF1B2,chr2,206159585,206162928,+,3344
ENSG00000115307.15,AUP1,chr2,74526645,74529939,-,3295
ENSG00000163499.10,CRYBA2,chr2,218990189,218993421,-,3233
ENSG00000168505.6,GBX2,chr2,236165236,236168369,-,3134
ENSG00000178021.10,TSPYL6,chr2,54253184,54256272,-,3089
ENSG00000222014.5,RAB6C,chr2,129979664,129982738,+,3075
ENSG00000115386.5,REG1A,chr2,79120362,79123419,+,3058
ENSG00000128714.5,HOXD13,chr2,176092891,176095938,+,3048
ENSG00000247626.4,MARS2,chr2,197705369,197708387,+,3019
ENSG00000175879.8,HOXD8,chr2,176129694,176132695,+,3002
ENSG00000172023.6,REG1B,chr2,79085030,79088019,-,2990
ENSG00000115274.13,INO80B,chr2,74455023,74457960,+,2938
ENSG00000118231.4,CRYGD,chr2,208121607,208124501,-,2895
ENSG00000168582.4,CRYGA,chr2,208160740,208163576,-,2837
ENSG00000143954.11,REG3G,chr2,79025686,79028505,+,2820
ENSG00000135625.7,EGR4,chr2,73290929,73293705,-,2777
ENSG00000172016.14,REG3A,chr2,79157003,79159753,-,2751
ENSG00000204335.3,SP5,chr2,170715351,170718078,+,2728
ENSG00000144119.3,C1QL2,chr2,119156243,119158889,-,2647
ENSG00000221944.4,TIGD1,chr2,232547968,232550592,-,2625
ENSG00000136694.8,IL36A,chr2,113005461,113008044,+,2584
ENSG00000239779.5,WBP1,chr2,74458329,74460891,+,2563
ENSG00000171450.5,CDK5R2,chr2,218959655,218962162,+,2508
ENSG00000184492.6,FOXD4L1,chr2,113498665,113501155,+,2491
ENSG00000144485.9,HES6,chr2,238238267,238240662,-,2396
ENSG00000115488.3,NEU2,chr2,233032672,233035057,+,2386
ENSG00000143878.9,RHOB,chr2,20447074,20449445,+,2372
ENSG00000135940.5,COX5B,chr2,97646040,97648383,+,2344
ENSG00000128645.12,HOXD1,chr2,176188579,176190907,+,2329
ENSG00000162975.4,KCNF1,chr2,10911937,10914225,+,2289
ENSG00000158050.4,DUSP2,chr2,96143166,96145440,-,2275
ENSG00000128709.11,HOXD9,chr2,176122720,176124937,+,2218
ENSG00000244617.2,ASPRV1,chr2,69960089,69962265,-,2177
ENSG00000226479.3,TMEM185B,chr2,120221278,120223408,-,2131
ENSG00000170166.5,HOXD4,chr2,176151222,176153226,+,2005
ENSG00000168894.8,RNF181,chr2,85595725,85597613,+,1889
ENSG00000162881.6,OXER1,chr2,42762481,42764261,-,1781
ENSG00000169564.6,PCBP1,chr2,70087454,70089203,+,1750
ENSG00000163254.4,CRYGC,chr2,208128137,208129830,-,1694
ENSG00000144035.3,NAT8,chr2,73640832,73642393,-,1562
ENSG00000182083.7,OR6B2,chr2,240028965,240030456,-,1492
ENSG00000177519.3,RPRM,chr2,153477338,153478808,-,1471
ENSG00000170178.6,HOXD12,chr2,176099730,176101193,+,1464
ENSG00000177673.3,C2orf57,chr2,231592901,231594283,+,1383
ENSG00000204822.6,MRPL53,chr2,74471958,74473322,-,1365
ENSG00000135973.2,GPR45,chr2,105241743,105243049,+,1307
ENSG00000228474.4,OST4,chr2,27070472,27071773,-,1302
ENSG00000173302.5,GPR148,chr2,130729070,130730336,+,1267
ENSG00000227802.1,DNAJB3,chr2,233742750,233744015,-,1266
ENSG00000221961.3,PRR21,chr2,240041813,240042982,-,1170
ENSG00000034510.5,TMSB10,chr2,84905625,84906675,+,1051
ENSG00000163794.6,UCN,chr2,27307400,27308445,-,1046
ENSG00000178586.4,OR6B3,chr2,240045077,240046072,-,996
ENSG00000204872.3,NAT8B,chr2,73700576,73701340,-,765
ENSG00000118245.2,TNP1,chr2,216859458,216860064,-,607
ENSG00000151379.3,MSGN1,chr2,17816496,17817101,+,606
ENSG00000071677.1,PRLH,chr2,237566574,237567175,+,602
ENSG00000172264.15,MACROD2,chr20,13995369,16053197,+,2057829
ENSG00000196090.11,PTPRT,chr20,42072752,43189970,-,1117219
ENSG00000182621.15,PLCB1,chr20,8114453,8968360,+,853908
ENSG00000179242.14,CDH4,chr20,61252426,61940617,+,688192
ENSG00000182463.14,TSHZ2,chr20,52972407,53495330,+,522924
ENSG00000185052.10,SLC24A3,chr20,19212646,19722937,+,510292
ENSG00000101333.15,PLCB4,chr20,9068763,9481242,+,412480
ENSG00000188559.12,RALGAPA2,chr20,20389552,20712488,-,322937
ENSG00000101349.15,PAK7,chr20,9537389,9839041,-,301653
ENSG00000089177.16,KIF16B,chr20,16272104,16573433,-,301330
ENSG00000064655.17,EYA2,chr20,46894624,47188844,+,294221
ENSG00000087495.15,PHACTR3,chr20,59577509,59847711,+,270203
ENSG00000125851.8,PCSK2,chr20,17226107,17484578,+,258472
ENSG00000089123.14,TASP1,chr20,13389392,13638940,-,249549
ENSG00000080845.16,DLGAP4,chr20,36306336,36528637,+,222302
ENSG00000124177.13,CHD6,chr20,41402101,41618494,-,216394
ENSG00000124126.12,PREX1,chr20,48624252,48827883,-,203632
ENSG00000101463.5,SYNDIG1,chr20,24469199,24666616,+,197418
ENSG00000125821.10,DTD1,chr20,18567453,18763917,+,196465
ENSG00000088812.16,ATRN,chr20,3471040,3651122,+,180083
ENSG00000025293.14,PHF20,chr20,35771974,35950381,+,178408
ENSG00000132792.17,CTNNBL1,chr20,37693955,37872129,+,178175
ENSG00000101096.18,NFATC2,chr20,51386957,51562831,-,175875
ENSG00000101134.10,DOK5,chr20,54475597,54651171,+,175575
ENSG00000132670.19,PTPRA,chr20,2864184,3039076,+,174893
ENSG00000054793.12,ATP9A,chr20,51596514,51768634,-,172121
ENSG00000172296.11,SPTLC3,chr20,13008979,13169103,+,160125
ENSG00000078699.20,CBFA2T2,chr20,33490075,33650036,+,159962
ENSG00000088854.12,C20orf194,chr20,3249305,3407625,-,158321
ENSG00000089057.13,SLC23A2,chr20,4852356,5010293,-,157938
ENSG00000124151.17,NCOA3,chr20,47501902,47656877,+,154976
ENSG00000124191.16,TOX2,chr20,43914864,44069616,+,154753
ENSG00000020256.18,ZFP64,chr20,52051663,52204308,-,152646
ENSG00000078747.11,ITCH,chr20,34363235,34511393,+,148159
ENSG00000101040.18,ZMYND8,chr20,47209214,47356889,-,147676
ENSG00000101251.10,SEL1L2,chr20,13849247,13996443,-,147197
ENSG00000088367.19,EPB41L1,chr20,36091504,36232799,+,141296
ENSG00000174306.20,ZHX3,chr20,41178448,41317672,-,139225
ENSG00000101464.9,PIGU,chr20,34560542,34698790,-,138249
ENSG00000198646.12,NCOA6,chr20,34689097,34825649,-,136553
ENSG00000149654.8,CDH22,chr20,46173733,46308498,-,134766
ENSG00000064787.11,BCAS1,chr20,53936777,54070594,-,133818
ENSG00000101004.13,NINL,chr20,25452705,25585517,-,132813
ENSG00000196562.13,SULF2,chr20,47656348,47786616,-,130269
ENSG00000158296.12,SLC13A3,chr20,46557823,46684467,-,126645
ENSG00000158445.7,KCNB1,chr20,49363877,49482647,-,118771
ENSG00000101445.8,PPP1R16B,chr20,38805705,38923024,+,117320
ENSG00000132669.11,RIN2,chr20,19886521,20002457,+,115937
ENSG00000124198.8,ARFGEF2,chr20,48921890,49036693,+,114804
ENSG00000125970.10,RALY,chr20,33993646,34108308,+,114663
ENSG00000171984.13,C20orf196,chr20,5750393,5863912,+,113520
ENSG00000101109.10,STK4,chr20,44966474,45079959,+,113486
ENSG00000130699.15,TAF4,chr20,61953469,62065810,-,112342
ENSG00000170471.13,RALGAPB,chr20,38472816,38578861,+,106046
ENSG00000042062.10,FAM65C,chr20,50586108,50691528,-,105421
ENSG00000149488.12,TMC2,chr20,2536607,2641784,+,105178
ENSG00000125850.9,OVOL2,chr20,17956979,18059188,-,102210
ENSG00000080839.10,RBL1,chr20,36996349,37095995,-,99647
ENSG00000101144.11,BMP7,chr20,57168748,57266629,-,97882
ENSG00000100997.17,ABHD12,chr20,25294743,25390983,-,96241
ENSG00000198900.5,TOP1,chr20,41028818,41124487,+,95670
ENSG00000101079.19,NDRG3,chr20,36651766,36746078,-,94313
ENSG00000101413.10,RPRD1B,chr20,38033546,38127780,+,94235
ENSG00000168734.12,PKIG,chr20,44531785,44624247,+,92463
ENSG00000196700.6,ZNF512B,chr20,63956702,64048758,-,92057
ENSG00000100991.10,TRPC4AP,chr20,35002404,35092871,-,90468
ENSG00000196132.10,MYT1,chr20,64151791,64242253,+,90463
ENSG00000132639.11,SNAP25,chr20,10218830,10307418,+,88589
ENSG00000101236.15,RNF24,chr20,3927309,4015582,-,88274
ENSG00000124243.16,BCAS4,chr20,50794894,50882676,+,87783
ENSG00000130584.9,ZBTB46,chr20,63743666,63831244,-,87579
ENSG00000088930.7,XRN2,chr20,21303304,21389827,+,86524
ENSG00000089091.15,DZANK1,chr20,18383367,18467281,-,83915
ENSG00000171456.15,ASXL1,chr20,32358344,32439319,+,80976
ENSG00000158470.5,B4GALT5,chr20,49632945,49713878,-,80934
ENSG00000197818.10,SLC9A8,chr20,49812713,49892242,+,79530
ENSG00000101076.15,HNF4A,chr20,44355700,44434596,+,78897
ENSG00000101230.5,ISM1,chr20,13221771,13300651,+,78881
ENSG00000101452.13,DHX35,chr20,38962299,39039723,+,77425
ENSG00000101425.11,BPI,chr20,38260149,38337505,+,77357
ENSG00000125818.16,PSMF1,chr20,1113263,1189415,+,76153
ENSG00000149596.6,JPH2,chr20,44111695,44187578,-,75884
ENSG00000124215.15,CDH26,chr20,59958427,60034011,+,75585
ENSG00000125834.11,STK35,chr20,2101611,2177038,+,75428
ENSG00000125864.10,BFSP1,chr20,17493905,17569220,-,75316
ENSG00000124214.18,STAU1,chr20,49113339,49188367,-,75029
ENSG00000196396.8,PTPN1,chr20,50510321,50585241,+,74921
ENSG00000101440.8,ASIP,chr20,34194569,34269344,+,74776
ENSG00000131044.15,TTLL9,chr20,31870702,31944963,+,74262
ENSG00000124208.16,TMEM189-UBE2V1,chr20,50081124,50153637,-,72514
ENSG00000075043.16,KCNQ2,chr20,63400210,63472677,-,72468
ENSG00000087460.22,GNAS,chr20,58839718,58911192,+,71475
ENSG00000101290.12,CDS2,chr20,5126786,5197887,+,71102
ENSG00000089048.13,ESF1,chr20,13714322,13784886,-,70565
ENSG00000244588.4,RAD21L1,chr20,1226056,1296421,+,70366
ENSG00000101266.15,CSNK2A1,chr20,473591,543821,-,70231
ENSG00000196074.11,SYCP2,chr20,59863563,59933655,-,70093
ENSG00000125844.14,RRBP1,chr20,17613678,17682295,-,68618
ENSG00000124203.5,ZNF831,chr20,59191020,59259113,+,68094
ENSG00000088881.19,EBF4,chr20,2692878,2760108,+,67231
ENSG00000062598.16,ELMO2,chr20,46366049,46432985,-,66937
ENSG00000088826.16,SMOX,chr20,4120980,4187747,+,66768
ENSG00000125772.11,GPCPD1,chr20,5544439,5611026,-,66588
ENSG00000130703.14,OSBPL2,chr20,62231922,62296213,+,64292
ENSG00000124212.5,PTGIS,chr20,49503874,49568146,-,64273
ENSG00000126001.14,CEP250,chr20,35455164,35519280,+,64117
ENSG00000101294.15,HM13,chr20,31514428,31577923,+,63496
ENSG00000118705.15,RPN2,chr20,37178410,37241623,+,63214
ENSG00000124225.14,PMEPA1,chr20,57648392,57711536,-,63145
ENSG00000088325.14,TPX2,chr20,31739271,31801805,+,62535
ENSG00000124164.14,VAPB,chr20,58389122,58451101,+,61980
ENSG00000101347.8,SAMHD1,chr20,36890229,36951843,-,61615
ENSG00000197122.10,SRC,chr20,37344685,37406050,+,61366
ENSG00000131061.12,ZNF341,chr20,33731657,33792269,+,60613
ENSG00000101191.15,DIDO1,chr20,62877738,62937952,-,60215
ENSG00000124181.13,PLCG1,chr20,41136960,41196801,+,59842
ENSG00000171552.11,BCL2L1,chr20,31664452,31723989,-,59538
ENSG00000130702.12,LAMA5,chr20,62307955,62367312,-,59358
ENSG00000101098.11,RIMS4,chr20,44751808,44810338,-,58531
ENSG00000124209.3,RAB22A,chr20,58309696,58367507,+,57812
ENSG00000101337.14,TM9SF4,chr20,32109506,32167258,+,57753
ENSG00000101323.4,HAO1,chr20,7882981,7940474,-,57494
ENSG00000101350.7,KIF3B,chr20,32277664,32335011,+,57348
ENSG00000101307.14,SIRPB1,chr20,1563521,1620061,-,56541
ENSG00000101052.11,IFT52,chr20,43590931,43647296,+,56366
ENSG00000198768.9,APCDD1L,chr20,58459101,58515131,-,56031
ENSG00000131069.18,ACSS2,chr20,34872146,34927962,+,55817
ENSG00000101188.4,NTSR1,chr20,62708837,62762771,+,53935
ENSG00000101310.13,SEC23B,chr20,18507493,18561415,+,53923
ENSG00000154930.13,ACSS1,chr20,25006230,25058980,-,52751
ENSG00000185019.15,UBOX5,chr20,3107573,3160196,-,52624
ENSG00000101161.7,PRPF6,chr20,63981135,64033100,+,51966
ENSG00000166948.8,TGM6,chr20,2380908,2432753,+,51846
ENSG00000124207.15,CSE1L,chr20,49046246,49096960,+,50715
ENSG00000101407.11,TTI1,chr20,37983007,38033468,-,50462
ENSG00000125966.9,MMP24,chr20,35226654,35277000,+,50347
ENSG00000149633.10,KIAA1755,chr20,38210488,38260772,-,50285
ENSG00000149474.12,CSRP2BP,chr20,18138118,18188387,+,50270
ENSG00000100994.10,PYGB,chr20,25248069,25298014,+,49946
ENSG00000101336.11,HCK,chr20,32052188,32101856,+,49669
ENSG00000101057.14,MYBL2,chr20,43667019,43716496,+,49478
ENSG00000124143.9,ARHGAP40,chr20,38601934,38651035,+,49102
ENSG00000101104.11,PABPC1L,chr20,44910062,44959035,+,48974
ENSG00000101311.14,FERMT1,chr20,6074845,6123544,-,48700
ENSG00000125885.12,MCM8,chr20,5950652,5998977,+,48326
ENSG00000087589.15,CASS4,chr20,56412112,56460387,+,48276
ENSG00000125814.16,NAPB,chr20,23374519,23421519,-,47001
ENSG00000088305.17,DNMT3B,chr20,32762385,32809356,+,46972
ENSG00000198053.10,SIRPA,chr20,1894167,1940592,+,46426
ENSG00000101280.7,ANGPT4,chr20,869899,916317,-,46419
ENSG00000125780.11,TGM3,chr20,2296001,2341078,+,45078
ENSG00000101003.9,GINS1,chr20,25407727,25452628,+,44902
ENSG00000124116.17,WFDC3,chr20,45747944,45791932,-,43989
ENSG00000101282.7,RSPO4,chr20,958452,1002264,-,43813
ENSG00000101265.14,RASSF2,chr20,4780023,4823645,-,43623
ENSG00000101187.14,SLCO4A1,chr20,62642445,62685785,+,43341
ENSG00000185513.13,L3MBTL1,chr20,43507680,43550950,+,43271
ENSG00000101421.3,CHMP4B,chr20,33811304,33854366,+,43063
ENSG00000101298.12,SNPH,chr20,1266316,1309328,+,43013
ENSG00000088876.10,ZNF343,chr20,2481817,2524702,-,42886
ENSG00000171940.12,ZNF217,chr20,53567065,53609907,-,42843
ENSG00000101391.19,CDK5RAP1,chr20,33358839,33401561,-,42723
ENSG00000125827.7,TMX4,chr20,7977348,8019829,-,42482
ENSG00000101126.14,ADNP,chr20,50888919,50931240,-,42322
ENSG00000198547.7,C20orf203,chr20,32631652,32673941,-,42290
ENSG00000132821.10,VSTM2L,chr20,37903104,37945350,+,42247
ENSG00000125888.13,BANF2,chr20,17693672,17735871,+,42200
ENSG00000101203.15,COL20A1,chr20,63293186,63334851,+,41666
ENSG00000149600.10,COMMD7,chr20,32702691,32743997,-,41307
ENSG00000125779.20,PANK2,chr20,3888839,3929882,+,41044
ENSG00000101152.9,DNAJC5,chr20,63895182,63936031,+,40850
ENSG00000124201.13,ZNFX1,chr20,49237946,49278426,-,40481
ENSG00000125868.14,DSTN,chr20,17569863,17609919,+,40057
ENSG00000101216.9,GMEB2,chr20,63587602,63627041,-,39440
ENSG00000198959.10,TGM2,chr20,38127387,38166578,-,39192
ENSG00000214078.10,CPNE1,chr20,35626031,35664956,-,38926
ENSG00000131051.19,RBM39,chr20,35703609,35742312,-,38704
ENSG00000184402.13,SS18L1,chr20,62143795,62182484,+,38690
ENSG00000124140.11,SLC12A5,chr20,46021690,46060152,+,38463
ENSG00000258366.6,RTEL1,chr20,63657810,63696253,+,38444
ENSG00000101384.10,JAG1,chr20,10637684,10674107,-,36424
ENSG00000125999.9,BPIFB1,chr20,33273480,33309878,+,36399
ENSG00000101400.5,SNTA1,chr20,33407955,33443892,-,35938
ENSG00000132640.13,BTBD3,chr20,11890723,11926609,+,35887
ENSG00000240849.9,TMEM189,chr20,50118254,50153734,-,35481
ENSG00000166619.11,BLCAP,chr20,37492472,37527931,-,35460
ENSG00000260903.2,XKR7,chr20,31968002,32003387,+,35386
ENSG00000124251.9,TP53TG5,chr20,45372563,45407889,-,35327
ENSG00000101204.14,CHRNA4,chr20,63343223,63378401,-,35179
ENSG00000244687.10,UBE2V1,chr20,50081124,50115959,-,34836
ENSG00000101255.9,TRIB3,chr20,362835,397559,+,34725
ENSG00000124091.8,GCNT7,chr20,56491492,56525925,-,34434
ENSG00000088766.10,CRLS1,chr20,6006090,6040053,+,33964
ENSG00000101082.12,SLA2,chr20,36612318,36646216,-,33899
ENSG00000124194.14,GDAP1L1,chr20,44247099,44280917,+,33819
ENSG00000125863.16,MKKS,chr20,10401009,10434222,-,33214
ENSG00000196839.11,ADA,chr20,44619522,44652233,-,32712
ENSG00000203880.10,PCMTD2,chr20,64255695,64287821,+,32127
ENSG00000186191.7,BPIFB4,chr20,33079644,33111751,+,32108
ENSG00000088298.11,EDEM2,chr20,35115357,35147364,-,32008
ENSG00000101198.13,NKAIN4,chr20,63240784,63272694,-,31911
ENSG00000088833.16,NSFL1C,chr20,1442162,1473842,-,31681
ENSG00000101444.11,AHCY,chr20,34280268,34311802,-,31535
ENSG00000244005.11,NFS1,chr20,35668055,35699359,-,31305
ENSG00000197586.11,ENTPD6,chr20,25195693,25226729,+,31037
ENSG00000101346.10,POFUT1,chr20,32207880,32238667,+,30788
ENSG00000129988.5,LBP,chr20,38346356,38377023,+,30668
ENSG00000101367.8,MAPRE1,chr20,32819893,32850405,+,30513
ENSG00000215440.10,NPEPL1,chr20,58689131,58719238,+,30108
ENSG00000124092.11,CTCFL,chr20,57495966,57525652,-,29687
ENSG00000088888.16,MAVS,chr20,3846799,3876123,+,29325
ENSG00000101049.13,SGK2,chr20,43558968,43588237,+,29270
ENSG00000124160.10,NCOA5,chr20,46060985,46089952,-,28968
ENSG00000125846.14,ZNF133,chr20,18288283,18316996,+,28714
ENSG00000197114.10,ZGPAT,chr20,63707465,63736142,+,28678
ENSG00000089012.13,SIRPG,chr20,1629152,1657779,-,28628
ENSG00000171873.7,ADRA1D,chr20,4220631,4249074,-,28444
ENSG00000124222.20,STX16,chr20,58651253,58679526,+,28274
ENSG00000101146.11,RAE1,chr20,57351010,57379211,+,28202
ENSG00000158901.10,WFDC8,chr20,45551153,45579326,-,28174
ENSG00000131067.15,GGT7,chr20,34844720,34872860,-,28141
ENSG00000101363.11,MANBAL,chr20,37289638,37317260,+,27623
ENSG00000100983.8,GSS,chr20,34928430,34955817,-,27388
ENSG00000089006.15,SNX5,chr20,17941597,17968980,-,27384
ENSG00000125875.12,TBC1D20,chr20,435480,462553,-,27074
ENSG00000078814.14,MYH7B,chr20,34975403,35002437,+,27035
ENSG00000197496.5,SLC2A10,chr20,46709487,46736347,+,26861
ENSG00000101447.12,FAM83D,chr20,38926312,38953106,+,26795
ENSG00000101150.16,TPD52L2,chr20,63865228,63891545,+,26318
ENSG00000215305.8,VPS16,chr20,2840703,2866732,+,26030
ENSG00000132824.12,SERINC3,chr20,44496221,44522109,-,25889
ENSG00000124205.14,EDN3,chr20,59300427,59325992,+,25566
ENSG00000124171.7,PARD6B,chr20,50731544,50756795,+,25252
ENSG00000092758.14,COL9A3,chr20,62816244,62841159,+,24916
ENSG00000124228.13,DDX27,chr20,49219295,49244077,+,24783
ENSG00000125900.11,SIRPD,chr20,1534251,1558843,-,24593
ENSG00000125971.15,DYNLRB1,chr20,34516409,34540958,+,24550
ENSG00000088832.13,FKBP1A,chr20,1368978,1393172,-,24195
ENSG00000101442.9,ACTR5,chr20,38748442,38772520,+,24079
ENSG00000125977.6,EIF2S2,chr20,34088298,34112332,-,24035
ENSG00000125898.11,FAM110A,chr20,833715,857463,+,23749
ENSG00000000419.11,DPM1,chr20,50934867,50958555,-,23689
ENSG00000198026.7,ZNF335,chr20,45948653,45972172,-,23520
ENSG00000125826.18,RBCK1,chr20,407498,430966,+,23469
ENSG00000180205.3,WFDC9,chr20,45607939,45631268,-,23330
ENSG00000124145.6,SDC4,chr20,45325288,45348424,-,23137
ENSG00000149599.14,DUSP15,chr20,31847637,31870747,-,23111
ENSG00000087586.16,AURKA,chr20,56369389,56392337,-,22949
ENSG00000166913.11,YWHAB,chr20,44885676,44908532,+,22857
ENSG00000130684.12,ZNF337,chr20,25674215,25696841,-,22627
ENSG00000171703.15,TCEA2,chr20,64049836,64072347,+,22512
ENSG00000149636.14,DSN1,chr20,36751791,36773818,-,22028
ENSG00000180083.9,WFDC11,chr20,45648563,45670270,-,21708
ENSG00000125879.4,OTOR,chr20,16748358,16770062,+,21705
ENSG00000101343.13,CRNKL1,chr20,20034368,20056046,-,21679
ENSG00000132801.6,ZSWIM3,chr20,45857617,45879122,+,21506
ENSG00000125965.7,GDF5,chr20,35433347,35454746,-,21400
ENSG00000196209.11,SIRPB2,chr20,1470741,1491587,-,20847
ENSG00000149658.16,YTHDF1,chr20,63195429,63216234,-,20806
ENSG00000167098.10,SUN5,chr20,32983773,33004433,-,20661
ENSG00000101190.11,TCFL5,chr20,62841115,62861763,-,20649
ENSG00000019186.8,CYP24A1,chr20,54153449,54173973,-,20525
ENSG00000125510.14,OPRL1,chr20,64080173,64100643,+,20471
ENSG00000118707.8,TGIF2,chr20,36573488,36593950,+,20463
ENSG00000132622.9,HSPA12B,chr20,3732667,3753111,+,20445
ENSG00000182931.8,WFDC10B,chr20,45684653,45705019,-,20367
ENSG00000101132.8,PFDN4,chr20,54207847,54228052,+,20206
ENSG00000088827.11,SIGLEC1,chr20,3686970,3707128,-,20159
ENSG00000196476.10,C20orf96,chr20,270863,290778,-,19916
ENSG00000132793.10,LPIN3,chr20,41340920,41360582,+,19663
ENSG00000131050.9,BPIFA2,chr20,33161768,33181412,+,19645
ENSG00000101457.11,DNTTIP1,chr20,45791937,45811427,+,19491
ENSG00000026559.12,KCNG1,chr20,51003656,51023129,-,19474
ENSG00000101224.16,CDC25B,chr20,3786772,3806121,+,19350
ENSG00000125775.13,SDCBP2,chr20,1309909,1329239,-,19331
ENSG00000124120.9,TTPAL,chr20,44475886,44494603,+,18718
ENSG00000149679.10,CABLES2,chr20,62388632,62407285,-,18654
ENSG00000080189.13,SLC35C2,chr20,46345980,46364458,-,18479
ENSG00000101115.11,SALL4,chr20,51784042,51802520,-,18479
ENSG00000025772.7,TOMM34,chr20,44942130,44960486,-,18357
ENSG00000186190.7,BPIFB3,chr20,33055424,33073628,+,18205
ENSG00000132819.15,RBM38,chr20,57391407,57409333,+,17927
ENSG00000101417.10,PXMP4,chr20,33702754,33720319,-,17566
ENSG00000124226.9,RNF114,chr20,49936336,49953892,+,17557
ENSG00000132664.10,POLR3F,chr20,18467127,18484643,+,17517
ENSG00000125967.15,NECAB3,chr20,33657087,33674463,-,17377
ENSG00000176659.7,C20orf197,chr20,60055925,60072953,+,17029
ENSG00000101199.11,ARFGAP1,chr20,63272785,63289793,+,17009
ENSG00000101194.16,SLC17A9,chr20,62952647,62969585,+,16939
ENSG00000124256.13,ZBP1,chr20,57603846,57620576,-,16731
ENSG00000198276.12,UCKL1,chr20,63939829,63956415,-,16587
ENSG00000173418.10,NAA20,chr20,20017116,20033655,+,16540
ENSG00000125869.8,LAMP5,chr20,9514358,9530524,+,16167
ENSG00000078898.6,BPIFB2,chr20,33007600,33023709,+,16110
ENSG00000244462.6,RBM12,chr20,35648925,35664956,-,16032
ENSG00000101473.15,ACOT8,chr20,45841721,45857406,-,15686
ENSG00000125991.17,ERGIC3,chr20,35542021,35557634,+,15614
ENSG00000101327.7,PDYN,chr20,1978757,1994285,-,15529
ENSG00000101306.9,MYLK2,chr20,31819308,31834689,+,15382
ENSG00000171867.15,PRNP,chr20,4686236,4701590,+,15355
ENSG00000126003.6,PLAGL2,chr20,32192503,32207791,-,15289
ENSG00000124159.14,MATN4,chr20,45293445,45308529,-,15085
ENSG00000125877.11,ITPA,chr20,3208868,3223870,+,15003
ENSG00000101220.16,C20orf27,chr20,3753508,3768387,-,14880
ENSG00000204070.8,SYS1,chr20,45361937,45376798,+,14862
ENSG00000125848.9,FLRT3,chr20,14322988,14337616,-,14629
ENSG00000215397.3,SCRT2,chr20,661596,676179,-,14584
ENSG00000198171.11,DDRGK1,chr20,3190350,3204685,-,14336
ENSG00000149451.16,ADAM33,chr20,3667965,3682246,-,14282
ENSG00000101074.3,R3HDML,chr20,44336986,44351235,+,14250
ENSG00000054796.11,SPO11,chr20,57329759,57343994,+,14236
ENSG00000101138.10,CSTF1,chr20,56392371,56406369,+,13999
ENSG00000089199.8,CHGB,chr20,5911430,5925361,+,13932
ENSG00000198185.10,ZNF334,chr20,46499630,46513559,-,13930
ENSG00000197457.8,STMN3,chr20,63639705,63653427,-,13723
ENSG00000064205.9,WISP2,chr20,44714844,44728509,+,13666
